Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRatio,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,Roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.6331436264910648,-0.7779476405318465,-1.0521531114453289,-0.24302032900970985,-1.5485795096739134,-2.14911479356615,-0.631683031434548,-0.7365822400986478,0.5803538697001553,-0.1844819229598604,0.6720180740788592,1.8032850877210371,0.0982019461721597,1.8790557203050426,1.8855669437469684,0.44949085014144263,5
1.2534556536245833,1.4881728073650675,1.6281045000631742,1.1042610355629041,0.9796491009395749,0.9333217311363117,1.2729253375284808,1.4389180278562654,-0.5789330155488015,-1.572833115875732,-0.9108052665528948,-1.038969286698674,-1.2861246448988088,-1.3280687031609577,-1.0334495474180765,-1.606320241234702,2
0.43088966596966327,0.5557833212679596,0.7050694006278054,0.4023417059905574,0.5838633167798979,0.7027636691554129,0.4278871965371676,0.6111743817579928,0.3274803803391514,0.10156426059245298,-0.05926907007000953,-0.6465103914209582,-0.6857540466046538,-0.8799185304572601,-0.6673493659284486,0.5895568983782273,0
-0.23093605079186358,-0.029496623504323822,0.354926097302558,-0.7384932600476509,1.9934325808505795,1.3666340947172986,-0.23007146535825168,-0.17460955391039112,0.9468619993039785,-0.17570489186135513,-1.11802913235958,-1.7459356942625244,0.8988586447184359,-1.0783992557981992,-1.6630561312563477,-0.186625024837054,4
-0.97885927361661,-1.3068289828718096,-1.3452161014692734,-1.1231548760864025,-0.9471705962231262,-0.8666189337710606,-0.9738362662878113,-1.3036042795387721,-0.5620967020322533,-0.9671157986638577,0.8312494855190369,0.954270674555714,1.6600105570942056,1.867650284500665,0.948570964006911,0.016176133402352907,3
-0.5428313194993656,-0.6489773070285265,-0.5960926534696884,-0.5795019394371657,-0.22803980498928714,0.05207005322033309,-0.5438012074140179,-0.6028843608147195,0.990912039482999,0.1985061447687006,0.6028163980161906,0.1304792797857973,0.6099206510815981,0.3182119433071702,0.09238396640629694,0.3656883934577093,3
-0.2460277573422266,0.032549294373136126,0.15675185145853154,-0.5861615655120661,1.2727245318195726,1.0785739179495997,-0.23844116288401646,-0.19429552233477176,0.17444855531085854,-1.0690148963012256,-1.6591602575545816,-1.2300510703450744,0.6348715090481013,-0.8086705861935369,-1.2074114707621537,-0.12533141634330955,4
0.2726306891712621,0.5954589739209012,1.1359334767337506,-0.3340144871282697,2.6263923479495235,1.5599971586461947,0.2618323976259948,0.43523488382909553,1.5277040122562064,0.9326962044728038,-1.3276158558099478,-2.1436879488679277,0.24228787487480857,-1.47268614351449,-2.0003935635560506,-0.09242069508485865,4
-0.318257208737545,-0.3375781828419452,-0.2898053860408892,-0.2948159267958456,-0.0842403520959388,0.18990651195343167,-0.3224729260426946,-0.2898622403124583,1.0920373609023895,0.5567279884001672,0.38225824381098333,-0.016559277563289523,0.17113740602932326,-0.031497219191336696,-0.05494956989005713,0.45503942552960913,6
-0.5730827132602283,-0.7247687534234468,-0.6822755376909305,-0.5687391569454257,-0.4148761649569352,-0.14603219695071465,-0.5766104217150159,-0.6471183152046852,0.9190761647020024,0.6507128123130872,0.9373137549799221,0.33845218660442594,0.5868372501794716,0.5138170107227037,0.3036122403577023,0.5578793454980031,3
3.553955182982957,2.8693048747947474,2.286627372525577,4.161515162480892,-1.047682284761435,-1.0371642764868398,3.5145981652491085,3.286769102371588,0.43617532347303634,1.1983579243424567,0.7036649414203989,1.0971728725767282,-2.914635878211013,-0.959203569948399,1.1024030017283712,0.44107382776210924,1
0.07552076510469674,0.3931294536450723,0.7763060678789078,-0.42824722702003976,2.152185229820606,1.4195642349683075,0.07378203361711216,0.20643817309804283,-1.5621325616251966,0.06722579937084248,-1.4523242176311497,-1.8482684229092685,0.38315496732689275,-1.2764375722275372,-1.7510075700189682,-0.09948218748739138,4
-0.43552384747347367,-0.5622173948267917,-0.8461114945884024,0.11324641701527892,-1.5798823914174793,-2.238429621674636,-0.43844345495969117,-0.4501101572212873,0.4765270718185287,0.445322094006761,1.073056019984658,1.860801970172764,-0.36711319955591887,1.573498632026037,1.9510484839819524,0.7493904856086512,5
-0.4830423289090761,-0.684869444713272,-0.8519322831250782,-0.039953141915432366,-1.4232991435497153,-1.819827248324551,-0.4906703675204633,-0.516994553542933,0.6355966499867036,1.228864324244833,1.6765231986794613,1.63028913223918,-0.1823067754542442,1.4449403000053498,1.6901482718529597,0.868000268328745,5
-0.842150166081565,-1.0503840157479174,-1.0236907577904917,-1.0339673594256922,-0.3695344673020904,-0.09580882342604027,-0.8422980999728924,-1.0673482371364083,-0.5996572936787937,0.22489381231829525,0.3808614261011116,0.27766445685057684,1.4613782115548402,0.90713361525787,0.24152909363727992,0.18845808006553583,3
-0.22692519184379414,-0.21466520088869248,-0.1415836785921301,-0.22243382725074787,0.07663541832853871,0.3310209605720665,-0.23244845945556888,-0.1693936052717267,-1.4073724635978688,0.6718181755388113,0.2830981680148322,-0.17558432506874086,0.06725855504275823,-0.21573539400312494,-0.21242269369378008,0.5415452092777807,6
0.3299043953364911,0.8000809687833708,0.42470031088413296,0.5210699687903584,-0.014440262333292429,0.2527306359635802,0.3448597970815812,0.4996570344289514,-0.7740424270714811,-1.6172797919494641,-2.1066332279004114,-0.11527853809898918,-0.7826472248689172,-0.5570940882951655,-0.15293429305459877,-0.5262016595508561,0
0.04170038668665353,0.370852378444401,0.7274102803280355,-0.4677210284153578,2.142410634618982,1.4163983222361352,0.04194370422910301,0.16599418239830852,-3.0052073486594533,-0.147377445131317,-1.557056860922479,-1.8279007858898,0.4283046878145055,-1.2529144893027588,-1.7335664503426098,0.4704558497605391,4
