Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.6749880575679296,-0.6055771161364822,3.5915503223268623,3.1638941159343545,-0.3155365625979529,-0.31800288953619105,0.7785520757403215,-1.225659601649071,-0.7921708552129932,-0.898924567717749,-0.2669278857291289,0.4080713808327823,1.8231389460045293,0
0.515060339257207,0.8841214326192529,-0.39420359953833345,-0.24550910929172856,0.8057886728754804,1.0705999276429672,-0.342918866665389,-0.2904960385754686,-0.3155365625979529,4.564022015775243,0.35558791535017514,-0.1379763001856409,-0.21757574366912627,1.6016913302355147,-0.015546104336533625,0.4080713808327823,1.8231389460045293,0
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.6055766483283948,-0.43563817706602964,0.6188402607646252,1.0562101261373553,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,4.37918514868181,-0.0653859350666611,-0.015546104336533625,0.4080713808327823,-0.548504546069612,0
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.3047938749570771,-0.3381028000374174,-0.011734597093701768,0.394181173868798,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,-0.21757574366912627,1.1849220139099708,0.48721745844865694,0.4080713808327823,-0.548504546069612,0
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.6518509211547513,-0.5515950034434303,-0.46214520695415284,0.011375318769253176,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,0.9497070012777893,-0.21757574366912627,2.0184606465610586,-0.015546104336533625,0.4080713808327823,1.8231389460045293,0
0.515060339257207,0.2489823965779055,-0.39420359953833345,-0.24550910929172856,-0.6518509211547513,-0.5209495760476123,-0.46214520695415284,-0.213804592418798,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,2.0808047025063416,0.35138338125888285,-0.7696914485143195,0.4080713808327823,-0.548504546069612,0
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.02714823799893772,0.2853286270245955,0.23676782302372062,0.09068746730531432,-0.23894037568733648,-0.31800288953619105,-0.4903404054301176,0.9497070012777893,-0.21757574366912627,0.35138338125888285,-0.2669278857291289,0.4080713808327823,1.8231389460045293,0
-0.3869239343953941,-0.4121945503586002,-0.39420359953833345,-0.24550910929172856,-0.21224532930436396,-0.43157776477194193,-0.46214520695415284,-0.34247882159305804,-0.3155365625979529,-0.31800288953619105,-0.06737624503997121,-0.1379763001856409,-0.21757574366912627,-0.48215525139220505,-0.2669278857291289,0.4080713808327823,-0.548504546069612,0
1.717706037460675,0.484439503419429,3.4728533422281864,2.332884715664593,-0.1891081928911857,-0.28439181987822015,-0.37206309308945373,-0.7092003929792721,-0.3155365625979529,-0.31800288953619105,-0.06737624503997121,-1.225659601649071,-0.7921708552129932,2.0184606465610586,-0.2669278857291289,0.4080713808327823,-0.548504546069612,0
2.920351735664143,3.8291951192752083,-0.39420359953833345,-0.24550910929172856,-0.5593023755020382,-0.2803167221414562,-0.1503224817281046,-0.5775567613224635,-0.3155365625979529,-0.31800288953619105,-0.06737624503997121,-1.225659601649071,-0.21757574366912627,-0.0653859350666611,-0.5183096671217242,0.4080713808327823,-0.548504546069612,0
-0.687585358946261,-0.4428820879801258,0.37920778881497064,-0.24550910929172856,-0.1891081928911857,-0.3546436374184238,-0.4268956894249604,-0.23730162099043686,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,1.5062095909624749,0.7681526975844268,-0.5183096671217242,0.4080713808327823,-0.548504546069612,0
1.417044612909808,0.1083776787483701,-0.39420359953833345,-0.24550910929172856,-0.6055766483283948,-0.5699822598809211,-0.011734597093701768,-0.213804592418798,-0.3155365625979529,-0.31800288953619105,-0.9133045658202639,0.9497070012777893,-0.21757574366912627,-0.48215525139220505,0.23583567705606165,-2.488996784845566,1.8231389460045293,0
1.116383188358941,0.0788060515858091,-0.39420359953833345,-0.24550910929172856,-0.1891081928911857,-0.47666971165457267,-0.46214520695415284,-0.6103170407630679,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,-0.21757574366912627,-0.0653859350666611,-0.2669278857291289,-2.488996784845566,-0.548504546069612,0
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,-0.6055766483283948,-0.591087855484903,1.1593330047582533,1.0021669401563937,-0.3155365625979529,-0.31800288953619105,0.7785520757403215,-0.1379763001856409,-0.21757574366912627,-0.898924567717749,-0.5183096671217242,0.4080713808327823,1.8231389460045293,0
-0.3869239343953941,-0.31455238519920065,1.1526191771682748,1.648324630062982,-0.02714823799893772,-0.10587978248804131,-0.33138083308039645,-0.7295392192217378,0.29299269536112504,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,-0.21757574366912627,0.35138338125888285,-0.7696914485143195,0.4080713808327823,1.8231389460045293,1
-0.687585358946261,-0.4428820879801258,-0.39420359953833345,-0.24550910929172856,0.11167458048013197,-0.4417074248734885,0.5062376184337514,0.9120949837876501,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,-0.21757574366912627,-0.0653859350666611,-0.7696914485143195,0.4080713808327823,-0.548504546069612,0
0.815721763808074,1.7275637547059564,-0.39420359953833345,-0.24550910929172856,-0.6055766483283948,-0.4463234725146996,-0.46214520695415284,-0.5998273002077704,-0.3155365625979529,-0.31800288953619105,0.35558791535017514,-0.1379763001856409,0.9316144794186078,-0.48215525139220505,-0.5183096671217242,-2.488996784845566,-0.548504546069612,0
