instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
-1.6241316011852704,-1.3624711468426187,-1.0,-1.6132402464014362,-1.3778985625461815,-0.17239335955717147,-1.4956366488059774,-1.4511500124242886,-0.6664883864886414,-2.4667115478979276,-2.404994143365898,-0.03970879312872701,-0.45894663378588696,18
0.6407151998564555,-0.4591385629270537,1.0,-0.45106986211017075,-1.233332752621944,-0.17239335955717147,-0.0050036234143697,0.6891086320768303,-0.6664883864886414,0.32807525109113866,0.317824440886846,1.3070741210913144,-0.7023840372112584,6
1.0671374875416235,0.44419402098851146,1.0,0.42055792610827825,0.21232534662042957,-0.17239335955717147,-0.9987589736754415,0.6891086320768303,-0.6664883864886414,1.466692095123721,1.2841728717894059,-1.1792943359303003,-0.2146923263221753,254
0.40306326319687447,-0.4591385629270537,1.0,-1.0321550542558033,-0.9442011327734693,-0.17239335955717147,-0.5018812985449056,0.6891086320768303,-0.6664883864886414,-1.4316053260501254,-1.526759066690806,-1.3346923644941515,0.7606910954559908,17
0.9864630006822673,0.44419402098851146,1.0,0.1300153300354619,0.5014569664689043,-0.17239335955717147,0.9887517268467021,0.6891086320768303,-0.6664883864886414,1.8807345838628418,1.8111139177944615,-1.1274949930756837,0.27299938456690753,323
-0.5411859031963772,0.44419402098851146,-1.0,0.7111005221810945,0.5014569664689043,-0.17239335955717147,1.485629401977238,-1.4511500124242886,-0.6664883864886414,1.2596708507541603,1.196059517561938,-0.4023041931110456,0.27299938456690753,480
-1.2219514006844412,-0.4591385629270537,-1.0,-0.741612458182987,-0.7996353228492319,-0.17239335955717147,-0.0050036234143697,0.6891086320768303,-0.6664883864886414,-0.3964991042023233,-0.29722995934567703,1.617870178219016,-0.2146923263221753,64
-0.32797475935379317,1.3475266049040766,-1.0,1.001643118253911,-0.2213720831522825,-0.17239335955717147,-0.5018812985449056,0.6891086320768303,-0.6664883864886414,0.01754338453679769,0.0540640713243597,-0.6095015645295137,0.5164367879922789,128
1.0417031665613339,0.44419402098851146,1.0,0.42055792610827825,-0.9442011327734693,-0.17239335955717147,-0.0050036234143697,0.6891086320768303,0.8976989598980791,0.94913898419982,0.932878841119369,1.3588734639459314,-0.2146923263221753,43
1.0067309752134357,0.44419402098851146,1.0,0.1300153300354619,1.3688518260143285,-0.17239335955717147,-0.5018812985449056,0.6891086320768303,-0.6664883864886414,0.94913898419982,0.932878841119369,0.8408800353997617,0.02874507710319608,352
0.7688803329211961,-0.4591385629270537,1.0,-0.16052726603735443,-1.667030182394656,-0.17239335955717147,-0.5018812985449056,0.6891086320768303,0.8976989598980791,1.0526496063845998,1.0204125022269195,-0.2469061645471951,0.27299938456690753,28
-0.30730937355730786,1.3475266049040766,-1.0,1.001643118253911,0.9351543962416163,-0.17239335955717147,1.485629401977238,-1.4511500124242886,2.4618863062847995,-1.4316053260501254,-1.6142927277983565,1.5660708353643995,1.1266641046323882,43
1.517404451145813,1.3475266049040766,1.0,1.2921857143267272,0.06775953669619221,-0.17239335955717147,1.485629401977238,-1.4511500124242886,-0.6664883864886414,-0.5000097263871033,-0.3847636204532275,-1.1792943359303003,-0.2146923263221753,476
-0.277900939923848,1.3475266049040766,-1.0,1.2921857143267272,1.5134176359385658,-0.17239335955717147,0.9887517268467021,0.6891086320768303,-0.6664883864886414,-0.810541592941444,-0.9998180206857509,-0.8684982788025984,1.1266641046323882,115
1.4134814052654108,1.3475266049040766,1.0,1.001643118253911,-1.0887669426977067,-0.17239335955717147,0.4918740517161662,0.6891086320768303,0.8976989598980791,0.12105400672157801,0.14217742555182764,1.3070741210913144,-0.7023840372112584,5
0.26814213862174446,-1.3624711468426187,1.0,-1.3226976503286199,1.224286016090091,-0.17239335955717147,-0.9987589736754415,0.6891086320768303,-0.6664883864886414,-0.08596723764798263,-0.03346958978319074,-1.5418897359126191,1.3701015080577597,219
-1.2406297301543414,-0.4591385629270537,-1.0,-0.741612458182987,-0.5105037030007572,-0.17239335955717147,1.485629401977238,-1.4511500124242886,2.4618863062847995,-0.5000097263871033,-0.3847636204532275,1.2552747782366973,1.3701015080577597,45
